Year,Nation,Production Quantity,Unit,Item
1980,Brazil,280688,tonnes,Castor oil seed
1981,Brazil,291812,tonnes,Castor oil seed
1982,Brazil,192148,tonnes,Castor oil seed
1983,Brazil,171777,tonnes,Castor oil seed
1984,Brazil,222678,tonnes,Castor oil seed
1985,Brazil,417657,tonnes,Castor oil seed
1986,Brazil,260984,tonnes,Castor oil seed
1987,Brazil,106702,tonnes,Castor oil seed
1988,Brazil,144881,tonnes,Castor oil seed
1989,Brazil,128079,tonnes,Castor oil seed
1990,Brazil,147971,tonnes,Castor oil seed
1991,Brazil,129678,tonnes,Castor oil seed
1992,Brazil,102120,tonnes,Castor oil seed
1993,Brazil,43188,tonnes,Castor oil seed
1994,Brazil,54039,tonnes,Castor oil seed
1995,Brazil,33149,tonnes,Castor oil seed
1996,Brazil,41346,tonnes,Castor oil seed
1997,Brazil,97445,tonnes,Castor oil seed
1998,Brazil,16683,tonnes,Castor oil seed
1999,Brazil,33357,tonnes,Castor oil seed
2000,Brazil,112497,tonnes,Castor oil seed
2001,Brazil,99950,tonnes,Castor oil seed
2002,Brazil,75961,tonnes,Castor oil seed
2003,Brazil,83682,tonnes,Castor oil seed
2004,Brazil,138745,tonnes,Castor oil seed
2005,Brazil,168802,tonnes,Castor oil seed
2006,Brazil,95000,tonnes,Castor oil seed
2007,Brazil,98142,tonnes,Castor oil seed
2008,Brazil,122140,tonnes,Castor oil seed
2009,Brazil,91076,tonnes,Castor oil seed
2010,Brazil,95183,tonnes,Castor oil seed
2011,Brazil,120166,tonnes,Castor oil seed
2012,Brazil,25989,tonnes,Castor oil seed
2013,Brazil,12526,tonnes,Castor oil seed
2014,Brazil,37582,tonnes,Castor oil seed
2015,Brazil,46735,tonnes,Castor oil seed
2016,Brazil,24620,tonnes,Castor oil seed
2017,Brazil,13481,tonnes,Castor oil seed
2018,Brazil,14224,tonnes,Castor oil seed
2019,Brazil,16349,tonnes,Castor oil seed
1961,Brazil,20000,tonnes,Oil palm fruit
1962,Brazil,25000,tonnes,Oil palm fruit
1963,Brazil,27000,tonnes,Oil palm fruit
1964,Brazil,32000,tonnes,Oil palm fruit
1965,Brazil,42000,tonnes,Oil palm fruit
1966,Brazil,55000,tonnes,Oil palm fruit
1967,Brazil,49000,tonnes,Oil palm fruit
1968,Brazil,51000,tonnes,Oil palm fruit
1969,Brazil,58000,tonnes,Oil palm fruit
1970,Brazil,23000,tonnes,Oil palm fruit
1971,Brazil,26000,tonnes,Oil palm fruit
1972,Brazil,27000,tonnes,Oil palm fruit
1973,Brazil,30000,tonnes,Oil palm fruit
1974,Brazil,32000,tonnes,Oil palm fruit
1975,Brazil,35000,tonnes,Oil palm fruit
1976,Brazil,45000,tonnes,Oil palm fruit
1977,Brazil,60000,tonnes,Oil palm fruit
1978,Brazil,75000,tonnes,Oil palm fruit
1979,Brazil,80000,tonnes,Oil palm fruit
1980,Brazil,60000,tonnes,Oil palm fruit
1981,Brazil,70000,tonnes,Oil palm fruit
1982,Brazil,80000,tonnes,Oil palm fruit
1983,Brazil,90000,tonnes,Oil palm fruit
1984,Brazil,115000,tonnes,Oil palm fruit
1985,Brazil,145000,tonnes,Oil palm fruit
1986,Brazil,155000,tonnes,Oil palm fruit
1987,Brazil,195000,tonnes,Oil palm fruit
1988,Brazil,230000,tonnes,Oil palm fruit
1989,Brazil,268000,tonnes,Oil palm fruit
1990,Brazil,328000,tonnes,Oil palm fruit
1991,Brazil,525968,tonnes,Oil palm fruit
1992,Brazil,652541,tonnes,Oil palm fruit
1993,Brazil,656834,tonnes,Oil palm fruit
1994,Brazil,661609,tonnes,Oil palm fruit
1995,Brazil,680541,tonnes,Oil palm fruit
1996,Brazil,740262,tonnes,Oil palm fruit
1997,Brazil,790038,tonnes,Oil palm fruit
1998,Brazil,752526,tonnes,Oil palm fruit
1999,Brazil,663611,tonnes,Oil palm fruit
2000,Brazil,678727,tonnes,Oil palm fruit
2001,Brazil,772097,tonnes,Oil palm fruit
2002,Brazil,717893,tonnes,Oil palm fruit
2003,Brazil,896295,tonnes,Oil palm fruit
2004,Brazil,909285,tonnes,Oil palm fruit
2005,Brazil,903500,tonnes,Oil palm fruit
2006,Brazil,1207276,tonnes,Oil palm fruit
2007,Brazil,1073727,tonnes,Oil palm fruit
2008,Brazil,1091104,tonnes,Oil palm fruit
2009,Brazil,1122399,tonnes,Oil palm fruit
2010,Brazil,1292713,tonnes,Oil palm fruit
2011,Brazil,1301192,tonnes,Oil palm fruit
2012,Brazil,1240992,tonnes,Oil palm fruit
2013,Brazil,1246835,tonnes,Oil palm fruit
2014,Brazil,1393873,tonnes,Oil palm fruit
2015,Brazil,1585088,tonnes,Oil palm fruit
2016,Brazil,1621017,tonnes,Oil palm fruit
2017,Brazil,1687371,tonnes,Oil palm fruit
2018,Brazil,2249770,tonnes,Oil palm fruit
2019,Brazil,2583293,tonnes,Oil palm fruit
1961,Brazil,1071,tonnes,"Oil, coconut (copra)"
1962,Brazil,637,tonnes,"Oil, coconut (copra)"
1963,Brazil,389,tonnes,"Oil, coconut (copra)"
1964,Brazil,552,tonnes,"Oil, coconut (copra)"
1965,Brazil,707,tonnes,"Oil, coconut (copra)"
1966,Brazil,881,tonnes,"Oil, coconut (copra)"
1967,Brazil,1201,tonnes,"Oil, coconut (copra)"
1968,Brazil,796,tonnes,"Oil, coconut (copra)"
1969,Brazil,779,tonnes,"Oil, coconut (copra)"
1970,Brazil,1040,tonnes,"Oil, coconut (copra)"
1971,Brazil,1187,tonnes,"Oil, coconut (copra)"
1972,Brazil,1200,tonnes,"Oil, coconut (copra)"
1973,Brazil,1000,tonnes,"Oil, coconut (copra)"
1974,Brazil,1000,tonnes,"Oil, coconut (copra)"
1975,Brazil,1000,tonnes,"Oil, coconut (copra)"
1976,Brazil,1000,tonnes,"Oil, coconut (copra)"
1977,Brazil,1000,tonnes,"Oil, coconut (copra)"
1978,Brazil,1060,tonnes,"Oil, coconut (copra)"
1979,Brazil,1150,tonnes,"Oil, coconut (copra)"
1980,Brazil,1200,tonnes,"Oil, coconut (copra)"
1981,Brazil,1250,tonnes,"Oil, coconut (copra)"
1982,Brazil,1500,tonnes,"Oil, coconut (copra)"
1983,Brazil,1900,tonnes,"Oil, coconut (copra)"
1984,Brazil,1200,tonnes,"Oil, coconut (copra)"
1985,Brazil,1200,tonnes,"Oil, coconut (copra)"
1986,Brazil,1200,tonnes,"Oil, coconut (copra)"
1987,Brazil,1200,tonnes,"Oil, coconut (copra)"
1988,Brazil,1800,tonnes,"Oil, coconut (copra)"
1989,Brazil,1700,tonnes,"Oil, coconut (copra)"
1990,Brazil,1700,tonnes,"Oil, coconut (copra)"
1991,Brazil,1700,tonnes,"Oil, coconut (copra)"
1992,Brazil,1700,tonnes,"Oil, coconut (copra)"
1993,Brazil,1700,tonnes,"Oil, coconut (copra)"
1994,Brazil,1700,tonnes,"Oil, coconut (copra)"
1995,Brazil,1700,tonnes,"Oil, coconut (copra)"
1996,Brazil,1700,tonnes,"Oil, coconut (copra)"
1997,Brazil,1700,tonnes,"Oil, coconut (copra)"
1998,Brazil,1700,tonnes,"Oil, coconut (copra)"
1999,Brazil,1700,tonnes,"Oil, coconut (copra)"
2000,Brazil,1900,tonnes,"Oil, coconut (copra)"
2001,Brazil,1900,tonnes,"Oil, coconut (copra)"
2002,Brazil,1900,tonnes,"Oil, coconut (copra)"
2003,Brazil,1900,tonnes,"Oil, coconut (copra)"
2004,Brazil,1900,tonnes,"Oil, coconut (copra)"
2005,Brazil,1900,tonnes,"Oil, coconut (copra)"
2006,Brazil,1900,tonnes,"Oil, coconut (copra)"
2007,Brazil,1900,tonnes,"Oil, coconut (copra)"
2008,Brazil,1900,tonnes,"Oil, coconut (copra)"
2009,Brazil,2000,tonnes,"Oil, coconut (copra)"
2010,Brazil,2000,tonnes,"Oil, coconut (copra)"
2011,Brazil,2000,tonnes,"Oil, coconut (copra)"
2012,Brazil,2000,tonnes,"Oil, coconut (copra)"
2013,Brazil,2000,tonnes,"Oil, coconut (copra)"
2014,Brazil,2000,tonnes,"Oil, coconut (copra)"
2015,Brazil,2000,tonnes,"Oil, coconut (copra)"
2016,Brazil,2000,tonnes,"Oil, coconut (copra)"
2017,Brazil,9240,tonnes,"Oil, coconut (copra)"
2018,Brazil,11886,tonnes,"Oil, coconut (copra)"
2017,Brazil,24087,tonnes,"Oil, olive, virgin"
2018,Brazil,7062,tonnes,"Oil, olive, virgin"
1961,Brazil,3993,tonnes,"Oil, palm"
1962,Brazil,5126,tonnes,"Oil, palm"
1963,Brazil,5340,tonnes,"Oil, palm"
1964,Brazil,6429,tonnes,"Oil, palm"
1965,Brazil,8491,tonnes,"Oil, palm"
1966,Brazil,10980,tonnes,"Oil, palm"
1967,Brazil,9795,tonnes,"Oil, palm"
1968,Brazil,10191,tonnes,"Oil, palm"
1969,Brazil,11619,tonnes,"Oil, palm"
1970,Brazil,4678,tonnes,"Oil, palm"
1971,Brazil,5200,tonnes,"Oil, palm"
1972,Brazil,5500,tonnes,"Oil, palm"
1973,Brazil,6000,tonnes,"Oil, palm"
1974,Brazil,6500,tonnes,"Oil, palm"
1975,Brazil,7000,tonnes,"Oil, palm"
1976,Brazil,9000,tonnes,"Oil, palm"
1977,Brazil,12000,tonnes,"Oil, palm"
1978,Brazil,15000,tonnes,"Oil, palm"
1979,Brazil,16000,tonnes,"Oil, palm"
1980,Brazil,12000,tonnes,"Oil, palm"
1981,Brazil,14000,tonnes,"Oil, palm"
1982,Brazil,16000,tonnes,"Oil, palm"
1983,Brazil,18000,tonnes,"Oil, palm"
1984,Brazil,23000,tonnes,"Oil, palm"
1985,Brazil,29000,tonnes,"Oil, palm"
1986,Brazil,31000,tonnes,"Oil, palm"
1987,Brazil,39000,tonnes,"Oil, palm"
1988,Brazil,46000,tonnes,"Oil, palm"
1989,Brazil,53700,tonnes,"Oil, palm"
1990,Brazil,65600,tonnes,"Oil, palm"
1991,Brazil,69900,tonnes,"Oil, palm"
1992,Brazil,60000,tonnes,"Oil, palm"
1993,Brazil,53800,tonnes,"Oil, palm"
1994,Brazil,70800,tonnes,"Oil, palm"
1995,Brazil,75500,tonnes,"Oil, palm"
1996,Brazil,79500,tonnes,"Oil, palm"
1997,Brazil,80400,tonnes,"Oil, palm"
1998,Brazil,88600,tonnes,"Oil, palm"
1999,Brazil,92000,tonnes,"Oil, palm"
2000,Brazil,108000,tonnes,"Oil, palm"
2001,Brazil,110000,tonnes,"Oil, palm"
2002,Brazil,118000,tonnes,"Oil, palm"
2003,Brazil,129000,tonnes,"Oil, palm"
2004,Brazil,142000,tonnes,"Oil, palm"
2005,Brazil,160000,tonnes,"Oil, palm"
2006,Brazil,170000,tonnes,"Oil, palm"
2007,Brazil,190000,tonnes,"Oil, palm"
2008,Brazil,210000,tonnes,"Oil, palm"
2009,Brazil,240000,tonnes,"Oil, palm"
2010,Brazil,250000,tonnes,"Oil, palm"
2011,Brazil,270000,tonnes,"Oil, palm"
2012,Brazil,310000,tonnes,"Oil, palm"
2013,Brazil,340000,tonnes,"Oil, palm"
2014,Brazil,365000,tonnes,"Oil, palm"
2015,Brazil,400000,tonnes,"Oil, palm"
2016,Brazil,415000,tonnes,"Oil, palm"
2017,Brazil,313376,tonnes,"Oil, palm"
2018,Brazil,361931,tonnes,"Oil, palm"
1961,Brazil,58690,tonnes,"Oil, palm kernel"
1962,Brazil,64947,tonnes,"Oil, palm kernel"
1963,Brazil,51916,tonnes,"Oil, palm kernel"
1964,Brazil,61605,tonnes,"Oil, palm kernel"
1965,Brazil,74994,tonnes,"Oil, palm kernel"
1966,Brazil,89738,tonnes,"Oil, palm kernel"
1967,Brazil,69774,tonnes,"Oil, palm kernel"
1968,Brazil,72736,tonnes,"Oil, palm kernel"
1969,Brazil,110696,tonnes,"Oil, palm kernel"
1970,Brazil,92224,tonnes,"Oil, palm kernel"
1971,Brazil,78085,tonnes,"Oil, palm kernel"
1972,Brazil,100000,tonnes,"Oil, palm kernel"
1973,Brazil,105000,tonnes,"Oil, palm kernel"
1974,Brazil,142000,tonnes,"Oil, palm kernel"
1975,Brazil,117000,tonnes,"Oil, palm kernel"
1976,Brazil,122000,tonnes,"Oil, palm kernel"
1977,Brazil,132000,tonnes,"Oil, palm kernel"
1978,Brazil,143000,tonnes,"Oil, palm kernel"
1979,Brazil,145000,tonnes,"Oil, palm kernel"
1980,Brazil,128000,tonnes,"Oil, palm kernel"
1981,Brazil,130000,tonnes,"Oil, palm kernel"
1982,Brazil,130000,tonnes,"Oil, palm kernel"
1983,Brazil,132000,tonnes,"Oil, palm kernel"
1984,Brazil,132000,tonnes,"Oil, palm kernel"
1985,Brazil,142000,tonnes,"Oil, palm kernel"
1986,Brazil,126000,tonnes,"Oil, palm kernel"
1987,Brazil,120000,tonnes,"Oil, palm kernel"
1988,Brazil,120000,tonnes,"Oil, palm kernel"
1989,Brazil,120000,tonnes,"Oil, palm kernel"
1990,Brazil,113000,tonnes,"Oil, palm kernel"
1991,Brazil,113000,tonnes,"Oil, palm kernel"
1992,Brazil,107000,tonnes,"Oil, palm kernel"
1993,Brazil,82000,tonnes,"Oil, palm kernel"
1994,Brazil,70000,tonnes,"Oil, palm kernel"
1995,Brazil,63000,tonnes,"Oil, palm kernel"
1996,Brazil,79000,tonnes,"Oil, palm kernel"
1997,Brazil,75000,tonnes,"Oil, palm kernel"
1998,Brazil,75000,tonnes,"Oil, palm kernel"
1999,Brazil,73500,tonnes,"Oil, palm kernel"
2000,Brazil,74000,tonnes,"Oil, palm kernel"
2001,Brazil,73000,tonnes,"Oil, palm kernel"
2002,Brazil,72500,tonnes,"Oil, palm kernel"
2003,Brazil,73000,tonnes,"Oil, palm kernel"
2004,Brazil,73400,tonnes,"Oil, palm kernel"
2005,Brazil,73400,tonnes,"Oil, palm kernel"
2006,Brazil,73400,tonnes,"Oil, palm kernel"
2007,Brazil,77000,tonnes,"Oil, palm kernel"
2008,Brazil,88000,tonnes,"Oil, palm kernel"
2009,Brazil,101000,tonnes,"Oil, palm kernel"
2010,Brazil,117000,tonnes,"Oil, palm kernel"
2011,Brazil,117200,tonnes,"Oil, palm kernel"
2012,Brazil,117800,tonnes,"Oil, palm kernel"
2013,Brazil,127200,tonnes,"Oil, palm kernel"
2014,Brazil,92122,tonnes,"Oil, palm kernel"
2015,Brazil,56460,tonnes,"Oil, palm kernel"
2016,Brazil,58688,tonnes,"Oil, palm kernel"
2017,Brazil,59710,tonnes,"Oil, palm kernel"
2018,Brazil,60094,tonnes,"Oil, palm kernel"
1961,Chile,2400,tonnes,"Oil, olive, virgin"
1962,Chile,2400,tonnes,"Oil, olive, virgin"
1963,Chile,2400,tonnes,"Oil, olive, virgin"
1964,Chile,2400,tonnes,"Oil, olive, virgin"
1965,Chile,2400,tonnes,"Oil, olive, virgin"
1966,Chile,2400,tonnes,"Oil, olive, virgin"
1967,Chile,2400,tonnes,"Oil, olive, virgin"
1968,Chile,2400,tonnes,"Oil, olive, virgin"
1969,Chile,1800,tonnes,"Oil, olive, virgin"
1970,Chile,1320,tonnes,"Oil, olive, virgin"
1971,Chile,1320,tonnes,"Oil, olive, virgin"
1972,Chile,1320,tonnes,"Oil, olive, virgin"
1973,Chile,960,tonnes,"Oil, olive, virgin"
1974,Chile,1122,tonnes,"Oil, olive, virgin"
1975,Chile,1370,tonnes,"Oil, olive, virgin"
1976,Chile,889,tonnes,"Oil, olive, virgin"
1977,Chile,1236,tonnes,"Oil, olive, virgin"
1978,Chile,864,tonnes,"Oil, olive, virgin"
1979,Chile,1347,tonnes,"Oil, olive, virgin"
1980,Chile,1224,tonnes,"Oil, olive, virgin"
1981,Chile,1023,tonnes,"Oil, olive, virgin"
1982,Chile,1100,tonnes,"Oil, olive, virgin"
1983,Chile,858,tonnes,"Oil, olive, virgin"
1984,Chile,720,tonnes,"Oil, olive, virgin"
1985,Chile,773,tonnes,"Oil, olive, virgin"
1986,Chile,708,tonnes,"Oil, olive, virgin"
1987,Chile,1008,tonnes,"Oil, olive, virgin"
1988,Chile,624,tonnes,"Oil, olive, virgin"
1989,Chile,1344,tonnes,"Oil, olive, virgin"
1990,Chile,780,tonnes,"Oil, olive, virgin"
1991,Chile,1200,tonnes,"Oil, olive, virgin"
1992,Chile,840,tonnes,"Oil, olive, virgin"
1993,Chile,1320,tonnes,"Oil, olive, virgin"
1994,Chile,840,tonnes,"Oil, olive, virgin"
1995,Chile,1080,tonnes,"Oil, olive, virgin"
1996,Chile,960,tonnes,"Oil, olive, virgin"
1997,Chile,1440,tonnes,"Oil, olive, virgin"
1998,Chile,840,tonnes,"Oil, olive, virgin"
1999,Chile,900,tonnes,"Oil, olive, virgin"
2000,Chile,863,tonnes,"Oil, olive, virgin"
2001,Chile,1088,tonnes,"Oil, olive, virgin"
2002,Chile,1350,tonnes,"Oil, olive, virgin"
2003,Chile,1650,tonnes,"Oil, olive, virgin"
2004,Chile,1950,tonnes,"Oil, olive, virgin"
2005,Chile,1950,tonnes,"Oil, olive, virgin"
2006,Chile,2250,tonnes,"Oil, olive, virgin"
2007,Chile,2700,tonnes,"Oil, olive, virgin"
2008,Chile,2903,tonnes,"Oil, olive, virgin"
2009,Chile,4050,tonnes,"Oil, olive, virgin"
2010,Chile,4350,tonnes,"Oil, olive, virgin"
2011,Chile,6930,tonnes,"Oil, olive, virgin"
2012,Chile,9600,tonnes,"Oil, olive, virgin"
2013,Chile,11760,tonnes,"Oil, olive, virgin"
2014,Chile,15800,tonnes,"Oil, olive, virgin"
2015,Chile,19500,tonnes,"Oil, olive, virgin"
2016,Chile,17800,tonnes,"Oil, olive, virgin"
2017,Chile,20600,tonnes,"Oil, olive, virgin"
2018,Chile,21900,tonnes,"Oil, olive, virgin"
1961,Colombia,12000,tonnes,Oil palm fruit
1962,Colombia,17000,tonnes,Oil palm fruit
1963,Colombia,19000,tonnes,Oil palm fruit
1964,Colombia,21000,tonnes,Oil palm fruit
1965,Colombia,23000,tonnes,Oil palm fruit
1966,Colombia,25000,tonnes,Oil palm fruit
1967,Colombia,85000,tonnes,Oil palm fruit
1968,Colombia,146000,tonnes,Oil palm fruit
1969,Colombia,150000,tonnes,Oil palm fruit
1970,Colombia,175000,tonnes,Oil palm fruit
1971,Colombia,200000,tonnes,Oil palm fruit
1972,Colombia,230000,tonnes,Oil palm fruit
1973,Colombia,244400,tonnes,Oil palm fruit
1974,Colombia,282200,tonnes,Oil palm fruit
1975,Colombia,258000,tonnes,Oil palm fruit
1976,Colombia,244800,tonnes,Oil palm fruit
1977,Colombia,263700,tonnes,Oil palm fruit
1978,Colombia,302200,tonnes,Oil palm fruit
1979,Colombia,359000,tonnes,Oil palm fruit
1980,Colombia,381000,tonnes,Oil palm fruit
1981,Colombia,415000,tonnes,Oil palm fruit
1982,Colombia,479400,tonnes,Oil palm fruit
1983,Colombia,580400,tonnes,Oil palm fruit
1984,Colombia,644600,tonnes,Oil palm fruit
1985,Colombia,734400,tonnes,Oil palm fruit
1986,Colombia,750000,tonnes,Oil palm fruit
