Area Code (FAO),Nation,Item,Year,yf_agrc_oil_bearing_tonne_ha,Unit,Element
58,Ecuador,Oil palm fruit,2019,113283,hg/ha,Yield
60,El Salvador,Castor oil seed,1961,3000,hg/ha,Yield
60,El Salvador,Castor oil seed,1962,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1963,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1964,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1965,3000,hg/ha,Yield
60,El Salvador,Castor oil seed,1966,3000,hg/ha,Yield
60,El Salvador,Castor oil seed,1967,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1968,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1969,3750,hg/ha,Yield
60,El Salvador,Castor oil seed,1970,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1971,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1972,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1973,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1974,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1975,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1976,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1977,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1978,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1979,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1980,4000,hg/ha,Yield
60,El Salvador,Castor oil seed,1981,3636,hg/ha,Yield
60,El Salvador,Castor oil seed,1982,3636,hg/ha,Yield
60,El Salvador,Castor oil seed,1983,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1984,3333,hg/ha,Yield
60,El Salvador,Castor oil seed,1985,3333,hg/ha,Yield
89,Guatemala,Oil palm fruit,1983,59680,hg/ha,Yield
89,Guatemala,Oil palm fruit,1984,59680,hg/ha,Yield
89,Guatemala,Oil palm fruit,1985,94000,hg/ha,Yield
89,Guatemala,Oil palm fruit,1986,97778,hg/ha,Yield
89,Guatemala,Oil palm fruit,1987,117333,hg/ha,Yield
89,Guatemala,Oil palm fruit,1988,129000,hg/ha,Yield
89,Guatemala,Oil palm fruit,1989,138333,hg/ha,Yield
89,Guatemala,Oil palm fruit,1990,108000,hg/ha,Yield
89,Guatemala,Oil palm fruit,1991,95243,hg/ha,Yield
89,Guatemala,Oil palm fruit,1992,133333,hg/ha,Yield
89,Guatemala,Oil palm fruit,1993,116667,hg/ha,Yield
89,Guatemala,Oil palm fruit,1994,147000,hg/ha,Yield
89,Guatemala,Oil palm fruit,1995,133333,hg/ha,Yield
89,Guatemala,Oil palm fruit,1996,160000,hg/ha,Yield
89,Guatemala,Oil palm fruit,1997,137500,hg/ha,Yield
89,Guatemala,Oil palm fruit,1998,141176,hg/ha,Yield
89,Guatemala,Oil palm fruit,1999,157895,hg/ha,Yield
89,Guatemala,Oil palm fruit,2000,152381,hg/ha,Yield
89,Guatemala,Oil palm fruit,2001,173913,hg/ha,Yield
89,Guatemala,Oil palm fruit,2002,166667,hg/ha,Yield
89,Guatemala,Oil palm fruit,2003,168000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2004,161538,hg/ha,Yield
89,Guatemala,Oil palm fruit,2005,200000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2006,177778,hg/ha,Yield
89,Guatemala,Oil palm fruit,2007,183333,hg/ha,Yield
89,Guatemala,Oil palm fruit,2008,168000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2009,169231,hg/ha,Yield
89,Guatemala,Oil palm fruit,2010,157983,hg/ha,Yield
89,Guatemala,Oil palm fruit,2011,180000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2012,160000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2013,140952,hg/ha,Yield
89,Guatemala,Oil palm fruit,2014,125000,hg/ha,Yield
89,Guatemala,Oil palm fruit,2015,152765,hg/ha,Yield
89,Guatemala,Oil palm fruit,2016,164200,hg/ha,Yield
89,Guatemala,Oil palm fruit,2017,161006,hg/ha,Yield
89,Guatemala,Oil palm fruit,2018,182034,hg/ha,Yield
89,Guatemala,Oil palm fruit,2019,173914,hg/ha,Yield
93,Haiti,Castor oil seed,1961,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1962,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1963,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1964,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1965,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1966,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1967,4800,hg/ha,Yield
93,Haiti,Castor oil seed,1968,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1969,4941,hg/ha,Yield
93,Haiti,Castor oil seed,1970,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1971,5400,hg/ha,Yield
93,Haiti,Castor oil seed,1972,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1973,5000,hg/ha,Yield
93,Haiti,Castor oil seed,1974,4800,hg/ha,Yield
93,Haiti,Castor oil seed,1975,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1976,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1977,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1978,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1979,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1980,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1981,5200,hg/ha,Yield
93,Haiti,Castor oil seed,1982,5185,hg/ha,Yield
93,Haiti,Castor oil seed,1983,5357,hg/ha,Yield
93,Haiti,Castor oil seed,1984,5357,hg/ha,Yield
93,Haiti,Castor oil seed,1985,5357,hg/ha,Yield
93,Haiti,Castor oil seed,1986,5333,hg/ha,Yield
93,Haiti,Castor oil seed,1987,5333,hg/ha,Yield
93,Haiti,Castor oil seed,1988,5357,hg/ha,Yield
93,Haiti,Castor oil seed,1989,5357,hg/ha,Yield
93,Haiti,Castor oil seed,1990,5385,hg/ha,Yield
93,Haiti,Castor oil seed,1991,5504,hg/ha,Yield
93,Haiti,Castor oil seed,1992,5455,hg/ha,Yield
93,Haiti,Castor oil seed,1993,5116,hg/ha,Yield
93,Haiti,Castor oil seed,1994,5424,hg/ha,Yield
93,Haiti,Castor oil seed,1995,5561,hg/ha,Yield
93,Haiti,Castor oil seed,1996,5652,hg/ha,Yield
93,Haiti,Castor oil seed,1997,5837,hg/ha,Yield
93,Haiti,Castor oil seed,1998,6008,hg/ha,Yield
93,Haiti,Castor oil seed,1999,6818,hg/ha,Yield
93,Haiti,Castor oil seed,2000,6818,hg/ha,Yield
93,Haiti,Castor oil seed,2001,5238,hg/ha,Yield
93,Haiti,Castor oil seed,2002,5478,hg/ha,Yield
93,Haiti,Castor oil seed,2003,5362,hg/ha,Yield
93,Haiti,Castor oil seed,2004,5417,hg/ha,Yield
93,Haiti,Castor oil seed,2005,5606,hg/ha,Yield
93,Haiti,Castor oil seed,2006,5628,hg/ha,Yield
93,Haiti,Castor oil seed,2007,5517,hg/ha,Yield
93,Haiti,Castor oil seed,2008,5686,hg/ha,Yield
93,Haiti,Castor oil seed,2009,5754,hg/ha,Yield
93,Haiti,Castor oil seed,2010,5771,hg/ha,Yield
93,Haiti,Castor oil seed,2011,5793,hg/ha,Yield
93,Haiti,Castor oil seed,2012,5816,hg/ha,Yield
93,Haiti,Castor oil seed,2013,5836,hg/ha,Yield
93,Haiti,Castor oil seed,2014,5841,hg/ha,Yield
93,Haiti,Castor oil seed,2015,5853,hg/ha,Yield
93,Haiti,Castor oil seed,2016,5880,hg/ha,Yield
93,Haiti,Castor oil seed,2017,5898,hg/ha,Yield
93,Haiti,Castor oil seed,2018,5917,hg/ha,Yield
93,Haiti,Castor oil seed,2019,5935,hg/ha,Yield
95,Honduras,Oil palm fruit,1961,80979,hg/ha,Yield
95,Honduras,Oil palm fruit,1962,84289,hg/ha,Yield
95,Honduras,Oil palm fruit,1963,87689,hg/ha,Yield
95,Honduras,Oil palm fruit,1964,98219,hg/ha,Yield
95,Honduras,Oil palm fruit,1965,113849,hg/ha,Yield
95,Honduras,Oil palm fruit,1966,113785,hg/ha,Yield
95,Honduras,Oil palm fruit,1967,113784,hg/ha,Yield
95,Honduras,Oil palm fruit,1968,113785,hg/ha,Yield
95,Honduras,Oil palm fruit,1969,113783,hg/ha,Yield
95,Honduras,Oil palm fruit,1970,113783,hg/ha,Yield
95,Honduras,Oil palm fruit,1971,98215,hg/ha,Yield
95,Honduras,Oil palm fruit,1972,97856,hg/ha,Yield
95,Honduras,Oil palm fruit,1973,82781,hg/ha,Yield
95,Honduras,Oil palm fruit,1974,84799,hg/ha,Yield
95,Honduras,Oil palm fruit,1975,65183,hg/ha,Yield
95,Honduras,Oil palm fruit,1976,61811,hg/ha,Yield
95,Honduras,Oil palm fruit,1977,38174,hg/ha,Yield
95,Honduras,Oil palm fruit,1978,37093,hg/ha,Yield
95,Honduras,Oil palm fruit,1979,33341,hg/ha,Yield
95,Honduras,Oil palm fruit,1980,34249,hg/ha,Yield
95,Honduras,Oil palm fruit,1981,42347,hg/ha,Yield
95,Honduras,Oil palm fruit,1982,76523,hg/ha,Yield
95,Honduras,Oil palm fruit,1983,83333,hg/ha,Yield
95,Honduras,Oil palm fruit,1984,126200,hg/ha,Yield
95,Honduras,Oil palm fruit,1985,139589,hg/ha,Yield
95,Honduras,Oil palm fruit,1986,142745,hg/ha,Yield
95,Honduras,Oil palm fruit,1987,146626,hg/ha,Yield
95,Honduras,Oil palm fruit,1988,138988,hg/ha,Yield
95,Honduras,Oil palm fruit,1989,140932,hg/ha,Yield
95,Honduras,Oil palm fruit,1990,140496,hg/ha,Yield
95,Honduras,Oil palm fruit,1991,128403,hg/ha,Yield
95,Honduras,Oil palm fruit,1992,133740,hg/ha,Yield
95,Honduras,Oil palm fruit,1993,179204,hg/ha,Yield
95,Honduras,Oil palm fruit,1994,132525,hg/ha,Yield
95,Honduras,Oil palm fruit,1995,149597,hg/ha,Yield
95,Honduras,Oil palm fruit,1996,160015,hg/ha,Yield
95,Honduras,Oil palm fruit,1997,173584,hg/ha,Yield
95,Honduras,Oil palm fruit,1998,199759,hg/ha,Yield
95,Honduras,Oil palm fruit,1999,184667,hg/ha,Yield
95,Honduras,Oil palm fruit,2000,181941,hg/ha,Yield
95,Honduras,Oil palm fruit,2001,131136,hg/ha,Yield
95,Honduras,Oil palm fruit,2002,142395,hg/ha,Yield
95,Honduras,Oil palm fruit,2003,152418,hg/ha,Yield
95,Honduras,Oil palm fruit,2004,137847,hg/ha,Yield
95,Honduras,Oil palm fruit,2005,129653,hg/ha,Yield
95,Honduras,Oil palm fruit,2006,177552,hg/ha,Yield
95,Honduras,Oil palm fruit,2007,165994,hg/ha,Yield
95,Honduras,Oil palm fruit,2008,154009,hg/ha,Yield
95,Honduras,Oil palm fruit,2009,157895,hg/ha,Yield
95,Honduras,Oil palm fruit,2010,168402,hg/ha,Yield
95,Honduras,Oil palm fruit,2011,169719,hg/ha,Yield
95,Honduras,Oil palm fruit,2012,169976,hg/ha,Yield
95,Honduras,Oil palm fruit,2013,154353,hg/ha,Yield
95,Honduras,Oil palm fruit,2014,143527,hg/ha,Yield
95,Honduras,Oil palm fruit,2015,125626,hg/ha,Yield
95,Honduras,Oil palm fruit,2016,116897,hg/ha,Yield
95,Honduras,Oil palm fruit,2017,133786,hg/ha,Yield
95,Honduras,Oil palm fruit,2018,131337,hg/ha,Yield
95,Honduras,Oil palm fruit,2019,116860,hg/ha,Yield
138,Mexico,Castor oil seed,1961,6796,hg/ha,Yield
138,Mexico,Castor oil seed,1962,6767,hg/ha,Yield
138,Mexico,Castor oil seed,1963,6713,hg/ha,Yield
138,Mexico,Castor oil seed,1964,6567,hg/ha,Yield
138,Mexico,Castor oil seed,1965,5634,hg/ha,Yield
138,Mexico,Castor oil seed,1966,4933,hg/ha,Yield
138,Mexico,Castor oil seed,1967,4287,hg/ha,Yield
138,Mexico,Castor oil seed,1968,4278,hg/ha,Yield
138,Mexico,Castor oil seed,1969,4616,hg/ha,Yield
138,Mexico,Castor oil seed,1970,6271,hg/ha,Yield
138,Mexico,Castor oil seed,1971,4168,hg/ha,Yield
138,Mexico,Castor oil seed,1972,3257,hg/ha,Yield
138,Mexico,Castor oil seed,1973,3781,hg/ha,Yield
138,Mexico,Castor oil seed,1974,4004,hg/ha,Yield
138,Mexico,Castor oil seed,1975,4214,hg/ha,Yield
138,Mexico,Castor oil seed,1976,4006,hg/ha,Yield
138,Mexico,Castor oil seed,1977,4000,hg/ha,Yield
138,Mexico,Castor oil seed,1978,4000,hg/ha,Yield
138,Mexico,Castor oil seed,1979,4843,hg/ha,Yield
138,Mexico,Castor oil seed,1980,8261,hg/ha,Yield
138,Mexico,Castor oil seed,1981,5172,hg/ha,Yield
138,Mexico,Castor oil seed,1982,3996,hg/ha,Yield
138,Mexico,Castor oil seed,1983,5000,hg/ha,Yield
138,Mexico,Castor oil seed,1984,3892,hg/ha,Yield
138,Mexico,Castor oil seed,1985,4052,hg/ha,Yield
138,Mexico,Castor oil seed,1986,8398,hg/ha,Yield
138,Mexico,Castor oil seed,1987,8776,hg/ha,Yield
138,Mexico,Castor oil seed,1988,8902,hg/ha,Yield
138,Mexico,Castor oil seed,1989,4828,hg/ha,Yield
138,Mexico,Castor oil seed,1990,5000,hg/ha,Yield
138,Mexico,Castor oil seed,1991,5167,hg/ha,Yield
138,Mexico,Castor oil seed,1992,1726,hg/ha,Yield
138,Mexico,Castor oil seed,1993,5200,hg/ha,Yield
138,Mexico,Castor oil seed,1994,7616,hg/ha,Yield
138,Mexico,Castor oil seed,1995,5499,hg/ha,Yield
138,Mexico,Castor oil seed,1996,5499,hg/ha,Yield
138,Mexico,Castor oil seed,1997,5500,hg/ha,Yield
138,Mexico,Castor oil seed,1998,3000,hg/ha,Yield
138,Mexico,Castor oil seed,1999,3200,hg/ha,Yield
138,Mexico,Castor oil seed,2000,3200,hg/ha,Yield
138,Mexico,Castor oil seed,2001,3500,hg/ha,Yield
138,Mexico,Castor oil seed,2002,3500,hg/ha,Yield
138,Mexico,Castor oil seed,2003,4040,hg/ha,Yield
138,Mexico,Castor oil seed,2004,4076,hg/ha,Yield
138,Mexico,Castor oil seed,2005,2000,hg/ha,Yield
138,Mexico,Castor oil seed,2006,2000,hg/ha,Yield
138,Mexico,Castor oil seed,2007,2000,hg/ha,Yield
138,Mexico,Castor oil seed,2008,15000,hg/ha,Yield
138,Mexico,Castor oil seed,2009,8000,hg/ha,Yield
138,Mexico,Castor oil seed,2010,5714,hg/ha,Yield
138,Mexico,Castor oil seed,2011,8000,hg/ha,Yield
138,Mexico,Castor oil seed,2012,10358,hg/ha,Yield
138,Mexico,Castor oil seed,2015,17868,hg/ha,Yield
138,Mexico,Castor oil seed,2016,14077,hg/ha,Yield
138,Mexico,Castor oil seed,2017,19672,hg/ha,Yield
138,Mexico,Castor oil seed,2018,27647,hg/ha,Yield
138,Mexico,Castor oil seed,2019,35000,hg/ha,Yield
138,Mexico,Oil palm fruit,1961,130285,hg/ha,Yield
138,Mexico,Oil palm fruit,1962,131573,hg/ha,Yield
138,Mexico,Oil palm fruit,1963,119114,hg/ha,Yield
138,Mexico,Oil palm fruit,1964,122808,hg/ha,Yield
138,Mexico,Oil palm fruit,1965,123681,hg/ha,Yield
138,Mexico,Oil palm fruit,1966,123981,hg/ha,Yield
138,Mexico,Oil palm fruit,1967,124277,hg/ha,Yield
138,Mexico,Oil palm fruit,1968,122843,hg/ha,Yield
138,Mexico,Oil palm fruit,1969,106310,hg/ha,Yield
138,Mexico,Oil palm fruit,1970,106157,hg/ha,Yield
138,Mexico,Oil palm fruit,1971,136497,hg/ha,Yield
138,Mexico,Oil palm fruit,1972,86072,hg/ha,Yield
138,Mexico,Oil palm fruit,1973,97225,hg/ha,Yield
138,Mexico,Oil palm fruit,1974,98873,hg/ha,Yield
138,Mexico,Oil palm fruit,1975,134419,hg/ha,Yield
138,Mexico,Oil palm fruit,1976,121375,hg/ha,Yield
138,Mexico,Oil palm fruit,1977,221048,hg/ha,Yield
138,Mexico,Oil palm fruit,1978,206490,hg/ha,Yield
138,Mexico,Oil palm fruit,1979,207459,hg/ha,Yield
138,Mexico,Oil palm fruit,1980,184211,hg/ha,Yield
138,Mexico,Oil palm fruit,1981,200000,hg/ha,Yield
138,Mexico,Oil palm fruit,1982,200000,hg/ha,Yield
138,Mexico,Oil palm fruit,1983,457143,hg/ha,Yield
138,Mexico,Oil palm fruit,1984,200000,hg/ha,Yield
138,Mexico,Oil palm fruit,1985,206186,hg/ha,Yield
138,Mexico,Oil palm fruit,1986,206186,hg/ha,Yield
138,Mexico,Oil palm fruit,1987,309278,hg/ha,Yield
138,Mexico,Oil palm fruit,1988,256410,hg/ha,Yield
138,Mexico,Oil palm fruit,1989,200000,hg/ha,Yield
138,Mexico,Oil palm fruit,1990,145639,hg/ha,Yield
138,Mexico,Oil palm fruit,1991,150000,hg/ha,Yield
138,Mexico,Oil palm fruit,1992,150870,hg/ha,Yield
138,Mexico,Oil palm fruit,1993,158997,hg/ha,Yield
138,Mexico,Oil palm fruit,1994,140000,hg/ha,Yield
138,Mexico,Oil palm fruit,1995,104031,hg/ha,Yield
138,Mexico,Oil palm fruit,1996,145917,hg/ha,Yield
138,Mexico,Oil palm fruit,1997,129716,hg/ha,Yield
138,Mexico,Oil palm fruit,1998,130000,hg/ha,Yield
138,Mexico,Oil palm fruit,1999,158333,hg/ha,Yield
138,Mexico,Oil palm fruit,2000,153333,hg/ha,Yield
138,Mexico,Oil palm fruit,2001,153333,hg/ha,Yield
138,Mexico,Oil palm fruit,2002,142857,hg/ha,Yield
138,Mexico,Oil palm fruit,2003,160100,hg/ha,Yield
138,Mexico,Oil palm fruit,2004,138991,hg/ha,Yield
138,Mexico,Oil palm fruit,2005,119324,hg/ha,Yield
138,Mexico,Oil palm fruit,2006,140508,hg/ha,Yield
138,Mexico,Oil palm fruit,2007,122878,hg/ha,Yield
138,Mexico,Oil palm fruit,2008,118743,hg/ha,Yield
138,Mexico,Oil palm fruit,2009,129992,hg/ha,Yield
138,Mexico,Oil palm fruit,2010,137773,hg/ha,Yield
138,Mexico,Oil palm fruit,2011,155044,hg/ha,Yield
138,Mexico,Oil palm fruit,2012,135088,hg/ha,Yield
138,Mexico,Oil palm fruit,2013,123130,hg/ha,Yield
138,Mexico,Oil palm fruit,2014,133470,hg/ha,Yield
138,Mexico,Oil palm fruit,2015,122019,hg/ha,Yield
138,Mexico,Oil palm fruit,2016,128858,hg/ha,Yield
138,Mexico,Oil palm fruit,2017,132743,hg/ha,Yield
138,Mexico,Oil palm fruit,2018,135044,hg/ha,Yield
138,Mexico,Oil palm fruit,2019,139625,hg/ha,Yield
157,Nicaragua,Castor oil seed,1976,5926,hg/ha,Yield
157,Nicaragua,Castor oil seed,1977,5714,hg/ha,Yield
157,Nicaragua,Castor oil seed,1978,5909,hg/ha,Yield
157,Nicaragua,Castor oil seed,1979,6000,hg/ha,Yield
157,Nicaragua,Castor oil seed,1980,5946,hg/ha,Yield
157,Nicaragua,Castor oil seed,1981,5984,hg/ha,Yield
157,Nicaragua,Castor oil seed,1982,5979,hg/ha,Yield
157,Nicaragua,Castor oil seed,1983,5833,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1968,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1969,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1970,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1971,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1972,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1973,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1974,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1975,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1976,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1977,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1978,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1979,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1980,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1981,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1982,85714,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1983,86364,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1984,86957,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1985,86957,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1986,85417,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1987,84000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1988,86000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1989,84615,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1990,85185,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1991,83929,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1992,122500,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1993,150000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1994,200000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1995,205000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1996,250000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1997,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1998,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,1999,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2000,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2001,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2002,265000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2003,243182,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2004,224000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2005,229200,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2006,234800,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2007,200000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2008,211000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2009,243333,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2010,216750,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2011,216750,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2012,200000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2013,200000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2014,163510,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2015,119188,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2016,84097,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2017,100000,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2018,110132,hg/ha,Yield
157,Nicaragua,Oil palm fruit,2019,104556,hg/ha,Yield
166,Panama,Oil palm fruit,1997,102041,hg/ha,Yield
166,Panama,Oil palm fruit,1998,102041,hg/ha,Yield
166,Panama,Oil palm fruit,1999,103636,hg/ha,Yield
166,Panama,Oil palm fruit,2000,103571,hg/ha,Yield
166,Panama,Oil palm fruit,2001,101724,hg/ha,Yield
166,Panama,Oil palm fruit,2002,100877,hg/ha,Yield
166,Panama,Oil palm fruit,2003,101724,hg/ha,Yield
166,Panama,Oil palm fruit,2004,101563,hg/ha,Yield
166,Panama,Oil palm fruit,2005,100746,hg/ha,Yield
166,Panama,Oil palm fruit,2006,101471,hg/ha,Yield
166,Panama,Oil palm fruit,2007,101325,hg/ha,Yield
166,Panama,Oil palm fruit,2008,119048,hg/ha,Yield
166,Panama,Oil palm fruit,2009,101503,hg/ha,Yield
166,Panama,Oil palm fruit,2010,100992,hg/ha,Yield
166,Panama,Oil palm fruit,2011,101165,hg/ha,Yield
166,Panama,Oil palm fruit,2012,100755,hg/ha,Yield
166,Panama,Oil palm fruit,2013,98889,hg/ha,Yield
166,Panama,Oil palm fruit,2014,101363,hg/ha,Yield
166,Panama,Oil palm fruit,2015,101713,hg/ha,Yield
166,Panama,Oil palm fruit,2016,101526,hg/ha,Yield
166,Panama,Oil palm fruit,2017,101426,hg/ha,Yield
166,Panama,Oil palm fruit,2018,101349,hg/ha,Yield
166,Panama,Oil palm fruit,2019,101262,hg/ha,Yield
169,Paraguay,Castor oil seed,1961,15000,hg/ha,Yield
169,Paraguay,Castor oil seed,1962,14400,hg/ha,Yield
169,Paraguay,Castor oil seed,1963,14000,hg/ha,Yield
169,Paraguay,Castor oil seed,1964,12500,hg/ha,Yield
169,Paraguay,Castor oil seed,1965,12500,hg/ha,Yield
169,Paraguay,Castor oil seed,1966,12011,hg/ha,Yield
169,Paraguay,Castor oil seed,1967,11990,hg/ha,Yield
169,Paraguay,Castor oil seed,1968,12963,hg/ha,Yield
169,Paraguay,Castor oil seed,1969,13008,hg/ha,Yield
169,Paraguay,Castor oil seed,1970,11628,hg/ha,Yield
169,Paraguay,Castor oil seed,1971,13000,hg/ha,Yield
169,Paraguay,Castor oil seed,1972,13000,hg/ha,Yield
169,Paraguay,Castor oil seed,1973,8968,hg/ha,Yield
169,Paraguay,Castor oil seed,1974,10343,hg/ha,Yield
169,Paraguay,Castor oil seed,1975,9444,hg/ha,Yield
169,Paraguay,Castor oil seed,1976,8757,hg/ha,Yield
169,Paraguay,Castor oil seed,1977,10780,hg/ha,Yield
169,Paraguay,Castor oil seed,1978,10978,hg/ha,Yield
169,Paraguay,Castor oil seed,1979,10046,hg/ha,Yield
169,Paraguay,Castor oil seed,1980,9900,hg/ha,Yield
169,Paraguay,Castor oil seed,1981,9921,hg/ha,Yield
169,Paraguay,Castor oil seed,1982,8148,hg/ha,Yield
169,Paraguay,Castor oil seed,1983,9257,hg/ha,Yield
169,Paraguay,Castor oil seed,1984,10358,hg/ha,Yield
169,Paraguay,Castor oil seed,1985,11519,hg/ha,Yield
169,Paraguay,Castor oil seed,1986,11182,hg/ha,Yield
169,Paraguay,Castor oil seed,1987,11296,hg/ha,Yield
169,Paraguay,Castor oil seed,1988,10609,hg/ha,Yield
169,Paraguay,Castor oil seed,1989,11381,hg/ha,Yield
169,Paraguay,Castor oil seed,1990,11195,hg/ha,Yield
169,Paraguay,Castor oil seed,1991,11186,hg/ha,Yield
169,Paraguay,Castor oil seed,1992,11793,hg/ha,Yield
169,Paraguay,Castor oil seed,1993,13901,hg/ha,Yield
169,Paraguay,Castor oil seed,1994,13819,hg/ha,Yield
169,Paraguay,Castor oil seed,1995,13866,hg/ha,Yield
169,Paraguay,Castor oil seed,1996,13295,hg/ha,Yield
169,Paraguay,Castor oil seed,1997,14027,hg/ha,Yield
169,Paraguay,Castor oil seed,1998,14843,hg/ha,Yield
169,Paraguay,Castor oil seed,1999,13165,hg/ha,Yield
169,Paraguay,Castor oil seed,2000,11246,hg/ha,Yield
169,Paraguay,Castor oil seed,2001,12250,hg/ha,Yield
169,Paraguay,Castor oil seed,2002,12160,hg/ha,Yield
169,Paraguay,Castor oil seed,2003,12145,hg/ha,Yield
169,Paraguay,Castor oil seed,2004,12000,hg/ha,Yield
169,Paraguay,Castor oil seed,2005,11500,hg/ha,Yield
169,Paraguay,Castor oil seed,2006,10500,hg/ha,Yield
169,Paraguay,Castor oil seed,2007,10500,hg/ha,Yield
169,Paraguay,Castor oil seed,2008,11818,hg/ha,Yield
169,Paraguay,Castor oil seed,2009,11818,hg/ha,Yield
169,Paraguay,Castor oil seed,2010,12000,hg/ha,Yield
169,Paraguay,Castor oil seed,2011,12000,hg/ha,Yield
169,Paraguay,Castor oil seed,2012,16667,hg/ha,Yield
169,Paraguay,Castor oil seed,2013,13750,hg/ha,Yield
169,Paraguay,Castor oil seed,2014,11250,hg/ha,Yield
169,Paraguay,Castor oil seed,2015,13333,hg/ha,Yield
