subsector,variable,variable_trajectory_group,variable_trajectory_group_trajectory_type,normalize_group,trajgroup_no_vary_q,uniform_scaling_q,min_35,max_35,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
IPPU,ef_ippu_tonne_ch4_per_tonne_production_recycled_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_ch4_per_tonne_production_recycled_plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_mmm_gdp_non_energy_products,,,,,,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_cement_clinker,,,,,,0.8,1.2,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_chemicals,,,,,,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_glass,,,,,,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_lime_and_carbonite,,,,,,0.75,1.15,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_metals,,,,,,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_recycled_glass,,,,,,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_recycled_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_co2_per_tonne_production_recycled_plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_hfc134a_per_tonne_production_chemicals,,,,,,0.8,1.2,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05
IPPU,ef_ippu_tonne_hfc134a_per_tonne_production_electronics,,,,,,0.8,1.2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IPPU,ef_ippu_tonne_hfc134a_per_tonne_production_metals,,,,,,0.8,1.2,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
IPPU,ef_ippu_tonne_hfc134a_per_tonne_production_ods_products,,,,,,0.8,1.2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IPPU,ef_ippu_tonne_hfc23_per_tonne_production_chemicals,,,,,,0.8,1.2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IPPU,ef_ippu_tonne_hfc23_per_tonne_production_electronics,,,,,,0.8,1.2,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
IPPU,ef_ippu_tonne_hfc23_per_tonne_production_ods_products,,,,,,0.8,1.2,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05
IPPU,ef_ippu_tonne_hfc23_per_tonne_production_other_product_manufacturing,,,,,,0.8,1.2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IPPU,ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_n2o_per_tonne_production_chemicals,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_n2o_per_tonne_production_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_n2o_per_tonne_production_plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_n2o_per_tonne_production_recycled_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_n2o_per_tonne_production_recycled_plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPPU,ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_sf6_per_tonne_production_chemicals,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_sf6_per_tonne_production_chemicals,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_sf6_per_tonne_production_electronics,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,ef_ippu_tonne_sf6_per_tonne_production_electronics,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,elasticity_ippu_cement_production_to_gdp,,,,,,0.8,1.2,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181,0.056947487651181
IPPU,elasticity_ippu_chemicals_production_to_gdp,,,,,,0.8,1.2,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232,0.109927728802232
IPPU,elasticity_ippu_electronics_production_to_gdp,,,,,,0.8,1.2,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166,0.046761620588166
IPPU,elasticity_ippu_glass_production_to_gdp,,,,,,0.8,1.2,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702,0.040684381814702
IPPU,elasticity_ippu_lime_and_carbonite_production_to_gdp,,,,,,0.8,1.2,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865,0.02403125339865
IPPU,elasticity_ippu_metals_production_to_gdp,,,,,,0.8,1.2,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806
IPPU,elasticity_ippu_paper_production_to_gdp,,,,,,0.8,1.2,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354
IPPU,elasticity_ippu_plastic_production_to_gdp,,,,,,0.8,1.2,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395
IPPU,elasticity_ippu_rubber_and_leather_production_to_gdp,,,,,,0.8,1.2,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724
IPPU,elasticity_ippu_textiles_production_to_gdp,,,,,,0.8,1.2,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522
IPPU,prodinit_ippu_cement_tonne,,,,,,0.8,1.2,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
IPPU,prodinit_ippu_chemicals_tonne,,,,,,0.8,1.2,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000
IPPU,prodinit_ippu_electronics_tonne,,,,,,0.8,1.2,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
IPPU,prodinit_ippu_glass_tonne,,,,,,0.8,1.2,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
IPPU,prodinit_ippu_lime_and_carbonite_tonne,,,,,,0.8,1.2,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
IPPU,prodinit_ippu_metals_tonne,,,,,,0.8,1.2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
IPPU,prodinit_ippu_paper_tonne,,,,,,0.8,1.2,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000
IPPU,prodinit_ippu_plastic_tonne,,,,,,0.8,1.2,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
IPPU,prodinit_ippu_recycled_glass_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_metals_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_paper_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_plastic_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_rubber_and_leather_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_textiles_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_wood_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_rubber_and_leather_tonne,,,,,,0.8,1.2,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
IPPU,prodinit_ippu_textiles_tonne,,,,,,0.8,1.2,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000
IPPU,qty_ippu_cement_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
IPPU,qty_ippu_chemicals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
IPPU,qty_ippu_electronics_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IPPU,qty_ippu_glass_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_metals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_paper_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
IPPU,qty_ippu_plastic_tonne_cod_per_m3_ww,,,,,,0.8,1.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
IPPU,qty_ippu_recycled_glass_tonne_cod_per_m3_ww,,,,,,0.8,1.2,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01
IPPU,qty_ippu_recycled_metals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_paper_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
