variable,sector,in_inputs,init_year,final_year,var_change_time
demscalar_ippu_metals,AFOLU,1,2011,2019,1
demscalar_ippu_natural_gas,AFOLU,1,2011,2019,1
demscalar_ippu_oil,AFOLU,1,2011,2019,1
demscalar_ippu_other_industries,AFOLU,1,2011,2019,1
demscalar_ippu_other_product_manufacturing,AFOLU,1,2011,2019,1
demscalar_ippu_paper,AFOLU,1,2011,2019,1
demscalar_ippu_plastic,AFOLU,1,2011,2019,1
demscalar_ippu_product_use_lubricants,AFOLU,1,2011,2019,1
demscalar_ippu_product_use_ods_other,AFOLU,1,2011,2019,1
demscalar_ippu_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
demscalar_ippu_product_use_other,AFOLU,1,2011,2019,1
demscalar_ippu_product_use_paraffin_wax,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_glass,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_metals,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_paper,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_plastic,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_rubber_and_leather,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_textiles,AFOLU,1,2011,2019,1
demscalar_ippu_recycled_wood,AFOLU,1,2011,2019,1
demscalar_ippu_rubber_and_leather,AFOLU,1,2011,2019,1
demscalar_ippu_textiles,AFOLU,1,2011,2019,1
demscalar_ippu_wood,AFOLU,1,2011,2019,1
demscalar_soil_fertilizer_n_per_area,AFOLU,1,2011,2019,1
demscalar_soil_liming_per_area,AFOLU,1,2011,2019,1
demscalar_trde_freight,AFOLU,1,2011,2019,1
demscalar_trde_private_and_public,AFOLU,1,2011,2019,1
demscalar_trde_regional,AFOLU,1,2011,2019,1
density_wali_kg_n_per_m3_ww_industrial,AFOLU,1,2011,2019,1
ef_agrc_anaerobicdom_rice_kg_ch4_ha,AFOLU,1,2011,2019,1
ef_agrc_biomass_bevs_and_spices_tonne_co2_ha,AFOLU,1,2011,2019,1
ef_agrc_biomass_burning_n2o,AFOLU,1,2011,2019,1
ef_agrc_biomass_fruits_tonne_co2_ha,AFOLU,1,2011,2019,1
ef_agrc_biomass_nuts_tonne_co2_ha,AFOLU,1,2011,2019,1
ef_agrc_biomass_other_woody_perennial_tonne_co2_ha,AFOLU,1,2011,2019,1
ef_agrc_soilcarbon_bevs_and_spices_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_cereals_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_fibers_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_fruits_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_herbs_and_other_perennial_crops_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_nuts_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_other_annual_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_other_woody_perennial_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_pulses_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_rice_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_sugar_cane_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_tubers_kg_co2_ha,AFOLU,0,2011,2019,1
ef_agrc_soilcarbon_vegetables_and_vines_kg_co2_ha,AFOLU,0,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_biofuels,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_coal,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_coke,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_diesel,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_electricity,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_gas_biomass,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_gas_furnace,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_gas_petroleum_liquid,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_gasoline,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_geothermal,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_hydrogen,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_hydropower,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_kerosene,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_natural_gas,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_nuclear,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_oil,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_other,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_solar,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_solid_biomass,AFOLU,1,2011,2019,1
ef_enfu_combustion_tonne_co2_per_tj_fuel_wind,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biofuels,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coal,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coke,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_diesel,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_electricity,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_gas_biomass,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_gas_furnace,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_gas_petroleum_liquid,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_gasoline,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_geothermal,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_hydrogen,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_hydropower,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_kerosene,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_natural_gas,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_nuclear,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_oil,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_other,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_solar,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_solid_biomass,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_wind,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_biofuels,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_coal,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_coke,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_diesel,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_electricity,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_gas_biomass,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_gas_furnace,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_gas_petroleum_liquid,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_gasoline,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_geothermal,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_hydrogen,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_hydropower,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_kerosene,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_natural_gas,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_nuclear,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_oil,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_other,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_solar,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_solid_biomass,AFOLU,1,2011,2019,1
ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_wind,AFOLU,1,2011,2019,1
ef_frst_c_per_wood_products,AFOLU,1,2011,2019,1
ef_frst_forestfires_mangroves_co2,AFOLU,1,2011,2019,1
ef_frst_forestfires_primary_co2,AFOLU,1,2011,2019,1
ef_frst_forestfires_secondary_co2,AFOLU,1,2011,2019,1
ef_frst_forestmethane_mangroves_kt_ch4_ha,AFOLU,1,2011,2019,1
ef_frst_forestmethane_primary_kt_ch4_ha,AFOLU,1,2011,2019,1
ef_frst_forestmethane_secondary_kt_ch4_ha,AFOLU,1,2011,2019,1
ef_frst_sequestration_mangroves_kt_co2_ha,AFOLU,1,2011,2019,1
ef_frst_sequestration_primary_kt_co2_ha,AFOLU,1,2011,2019,1
ef_frst_sequestration_secondary_kt_co2_ha,AFOLU,1,2011,2019,1
ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c2f6_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3f8_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_c4f10_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c4f6_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_c4f8o_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c5f8_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_cc4f8_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_cf4_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch2f2_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch4_per_tonne_production_chemicals,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch4_per_tonne_production_metals,AFOLU,1,2011,2019,1
ef_ippu_tonne_ch4_per_tonne_production_plastic,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf3_per_tonne_production_chemicals,AFOLU,1,2011,2019,1
ef_ippu_tonne_chf3_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_product_use_product_use_lubricants,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_product_use_product_use_paraffin_wax,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_cement_clinker,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_chemicals,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_glass,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_lime_and_carbonite,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_metals,AFOLU,1,2011,2019,1
ef_ippu_tonne_co2_per_tonne_production_plastic,AFOLU,1,2011,2019,1
ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,AFOLU,1,2011,2019,1
ef_ippu_tonne_n2o_per_tonne_production_chemicals,AFOLU,1,2011,2019,1
ef_ippu_tonne_n2o_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_nf3_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,AFOLU,1,2011,2019,1
ef_ippu_tonne_sf6_per_tonne_production_electronics,AFOLU,1,2011,2019,1
ef_lndu_boc_wetlands_gg_ch4_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_other_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_other_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,AFOLU,1,2011,2019,1
ef_lndu_pasturelimfrt_grasslands_gg_n2o_ha,AFOLU,0,2011,2019,1
ef_lndu_soilcarbon_grasslands_gg_co2_ha,AFOLU,0,2011,2019,1
ef_lsmm_direct_management_anaerobic_digester_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_anaerobic_lagoon_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_composting_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_daily_spread_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_deep_bedding_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_dry_lot_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_incineration_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_liquid_slurry_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_paddock_pasture_range_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_poultry_manure_n2o_per_n,AFOLU,1,2011,2019,1
ef_lsmm_direct_management_storage_solid_n2o_per_n,AFOLU,1,2011,2019,1
ef_lvst_entferm_buffalo_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_cattle_dairy_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_cattle_nondairy_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_chickens_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_goats_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_horses_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_mules_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_pigs_kg_ch4_head,AFOLU,1,2011,2019,1
ef_lvst_entferm_sheep_kg_ch4_head,AFOLU,1,2011,2019,1
ef_soil_c_cultivated_organic_temperate_crop_grass_tonne_per_ha,AFOLU,1,2011,2019,1
ef_soil_c_cultivated_organic_tropical_crop_grass_tonne_per_ha,AFOLU,1,2011,2019,1
ef_soil_c_liming_dolomite,AFOLU,1,2011,2019,1
ef_soil_c_liming_limestone,AFOLU,1,2011,2019,1
ef_soil_c_urea,AFOLU,1,2011,2019,1
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_dry_climate,AFOLU,1,2011,2019,1
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_wet_climate,AFOLU,1,2011,2019,1
