year,value,country,category
2002,542.7918286703566,jamaica,imputed
2003,559.8135274591584,jamaica,imputed
2004,575.554829146272,jamaica,imputed
2005,589.8340833114653,jamaica,imputed
2006,604.0,jamaica,imputed
2007,604.0,jamaica,imputed
2008,614.0,jamaica,imputed
2009,638.0,jamaica,imputed
2010,634.0,jamaica,imputed
2011,634.4165108314213,jamaica,imputed
2012,633.0,jamaica,imputed
2013,639.4645704545959,jamaica,imputed
2014,644.6114070526203,jamaica,imputed
2015,649.7582436506447,jamaica,imputed
2016,654.905080248669,jamaica,imputed
2017,660.0519168466933,jamaica,imputed
2018,665.1987534447176,jamaica,imputed
1990,309.2659965622822,jamaica,forecasted
1991,327.182518731885,jamaica,forecasted
1992,345.29560496844346,jamaica,forecasted
1993,363.65788614310617,jamaica,forecasted
1994,382.3219931270214,jamaica,forecasted
1995,403.0474536009723,jamaica,forecasted
1996,423.94572033509206,jamaica,forecasted
1997,444.83514290914854,jamaica,forecasted
1998,465.5340709029095,jamaica,forecasted
1999,485.86085389614294,jamaica,forecasted
2000,505.6338414686167,jamaica,forecasted
2001,524.6713832000985,jamaica,forecasted
2002,542.7918286703566,jamaica,forecasted
2003,559.8135274591584,jamaica,forecasted
2004,575.554829146272,jamaica,forecasted
2005,589.8340833114653,jamaica,forecasted
2006,602.4696395345061,jamaica,forecasted
2007,605.3992957690213,jamaica,forecasted
2008,615.4876464801805,jamaica,forecasted
2009,634.9923025531273,jamaica,forecasted
2010,634.0358313986549,jamaica,forecasted
2011,634.4165108314213,jamaica,forecasted
2012,634.3177338565716,jamaica,forecasted
2013,639.4645704545959,jamaica,forecasted
2014,644.6114070526203,jamaica,forecasted
2015,649.7582436506447,jamaica,forecasted
2016,654.905080248669,jamaica,forecasted
2017,660.0519168466933,jamaica,forecasted
2018,665.1987534447176,jamaica,forecasted
1990,309.2659965622822,jamaica,observed
1991,327.182518731885,jamaica,observed
1992,345.29560496844346,jamaica,observed
1993,363.65788614310617,jamaica,observed
1994,382.0,jamaica,observed
1995,403.0474536009723,jamaica,observed
1996,423.94572033509206,jamaica,observed
1997,444.83514290914854,jamaica,observed
1998,465.5340709029095,jamaica,observed
1999,485.86085389614294,jamaica,observed
2000,505.6338414686167,jamaica,observed
2001,524.6713832000985,jamaica,observed
2002,542.7918286703566,jamaica,observed
2003,559.8135274591584,jamaica,observed
2004,575.554829146272,jamaica,observed
2005,589.8340833114653,jamaica,observed
2006,604.0,jamaica,observed
2007,604.0,jamaica,observed
2008,614.0,jamaica,observed
2009,638.0,jamaica,observed
2010,634.0,jamaica,observed
2011,634.4165108314213,jamaica,observed
2012,633.0,jamaica,observed
2013,639.4645704545959,jamaica,observed
2014,644.6114070526203,jamaica,observed
2015,649.7582436506447,jamaica,observed
2016,654.905080248669,jamaica,observed
2017,660.0519168466933,jamaica,observed
2018,665.1987534447176,jamaica,observed
1990,7442.0,mexico,imputed
1991,8030.0,mexico,imputed
1992,8604.0,mexico,imputed
1993,13547.0,mexico,imputed
1994,14233.0,mexico,imputed
1995,14768.0,mexico,imputed
1996,15241.0,mexico,imputed
1997,15224.0,mexico,imputed
1998,15211.0,mexico,imputed
1999,15920.0,mexico,imputed
2000,16811.0,mexico,imputed
2001,17327.0,mexico,imputed
2002,18046.0,mexico,imputed
2003,18696.0,mexico,imputed
2004,19507.0,mexico,imputed
2005,20733.0,mexico,imputed
2006,22693.0,mexico,imputed
2007,23996.0,mexico,imputed
2008,25538.0,mexico,imputed
2009,26462.0,mexico,imputed
2010,27804.0,mexico,imputed
2011,29388.0,mexico,imputed
2012,29478.0,mexico,imputed
2013,24374.0,mexico,imputed
2014,22310.423158658457,mexico,imputed
2015,20145.312105629248,mexico,imputed
2016,17980.201052600038,mexico,imputed
2017,15815.089999570824,mexico,imputed
2018,13649.978946541612,mexico,imputed
1990,7422.921238461071,mexico,forecasted
1991,8021.755409883086,mexico,forecasted
1992,8737.878724764789,mexico,forecasted
1993,13420.223357388913,mexico,forecasted
1994,14238.45667471121,mexico,forecasted
1995,14778.435397838895,mexico,forecasted
1996,15231.095811601564,mexico,forecasted
1997,15224.51111374072,mexico,forecasted
1998,15231.379351216558,mexico,forecasted
1999,15922.64850489992,mexico,forecasted
2000,16796.92163250192,mexico,forecasted
2001,17331.35540975356,mexico,forecasted
2002,18040.836452507778,mexico,forecasted
2003,18695.947850419736,mexico,forecasted
2004,19514.839588261297,mexico,forecasted
2005,20751.74721654824,mexico,forecasted
2006,22671.38998091731,mexico,forecasted
2007,24004.660800328777,mexico,forecasted
2008,25523.273188792547,mexico,forecasted
2009,26485.24332433373,mexico,forecasted
2010,27832.527012710772,mexico,forecasted
2011,29368.430550192745,mexico,forecasted
2012,29351.01202263256,mexico,forecasted
2013,24475.53421168767,mexico,forecasted
2014,22310.423158658457,mexico,forecasted
2015,20145.312105629248,mexico,forecasted
2016,17980.201052600038,mexico,forecasted
2017,15815.089999570824,mexico,forecasted
2018,13649.978946541612,mexico,forecasted
1990,7442.0,mexico,observed
1991,8030.0,mexico,observed
1992,8604.0,mexico,observed
1993,13547.0,mexico,observed
1994,14233.0,mexico,observed
1995,14768.0,mexico,observed
1996,15241.0,mexico,observed
1997,15224.0,mexico,observed
1998,15211.0,mexico,observed
1999,15920.0,mexico,observed
2000,16811.0,mexico,observed
2001,17327.0,mexico,observed
2002,18046.0,mexico,observed
2003,18696.0,mexico,observed
2004,19507.0,mexico,observed
2005,20733.0,mexico,observed
2006,22693.0,mexico,observed
2007,23996.0,mexico,observed
2008,25538.0,mexico,observed
2009,26462.0,mexico,observed
2010,27804.0,mexico,observed
2011,29388.0,mexico,observed
2012,29478.0,mexico,observed
2013,24374.0,mexico,observed
2014,22310.423158658457,mexico,observed
2015,20145.312105629248,mexico,observed
2016,17980.201052600038,mexico,observed
2017,15815.089999570824,mexico,observed
2018,13649.978946541612,mexico,observed
1990,153.22388927323635,nicaragua,imputed
1991,197.72738489743836,nicaragua,imputed
1992,242.8248841977289,nicaragua,imputed
1993,288.8886818780677,nicaragua,imputed
1994,336.0,nicaragua,imputed
1995,386.10651527436437,nicaragua,imputed
1996,437.34769772962073,nicaragua,imputed
1997,489.7294720435224,nicaragua,imputed
1998,542.9666902514077,nicaragua,imputed
1999,596.7742043886158,nicaragua,imputed
2000,651.0,nicaragua,imputed
2001,704.5705889248441,nicaragua,imputed
2002,758.2743113592029,nicaragua,imputed
2003,811.9780337935617,nicaragua,imputed
2004,865.6817562279207,nicaragua,imputed
2005,919.3854786622795,nicaragua,imputed
2006,973.0892010966384,nicaragua,imputed
2007,1026.7929235309973,nicaragua,imputed
2008,1080.496645965356,nicaragua,imputed
2009,1134.2003683997148,nicaragua,imputed
2010,1187.9040908340737,nicaragua,imputed
2011,1241.6078132684327,nicaragua,imputed
2012,1295.3115357027914,nicaragua,imputed
2013,1349.01525813715,nicaragua,imputed
2014,1402.7189805715093,nicaragua,imputed
2015,1456.422703005868,nicaragua,imputed
2016,1510.1264254402267,nicaragua,imputed
2017,1563.8301478745857,nicaragua,imputed
2018,1617.5338703089446,nicaragua,imputed
1990,153.22388927323635,nicaragua,forecasted
1991,197.72738489743836,nicaragua,forecasted
1992,242.8248841977289,nicaragua,forecasted
1993,288.8886818780677,nicaragua,forecasted
1994,336.2910726424145,nicaragua,forecasted
1995,386.10651527436437,nicaragua,forecasted
1996,437.34769772962073,nicaragua,forecasted
1997,489.7294720435224,nicaragua,forecasted
1998,542.9666902514077,nicaragua,forecasted
1999,596.7742043886158,nicaragua,forecasted
2000,650.8668664904852,nicaragua,forecasted
2001,704.5705889248441,nicaragua,forecasted
2002,758.2743113592029,nicaragua,forecasted
2003,811.9780337935617,nicaragua,forecasted
2004,865.6817562279207,nicaragua,forecasted
2005,919.3854786622795,nicaragua,forecasted
2006,973.0892010966384,nicaragua,forecasted
2007,1026.7929235309973,nicaragua,forecasted
2008,1080.496645965356,nicaragua,forecasted
2009,1134.2003683997148,nicaragua,forecasted
2010,1187.9040908340737,nicaragua,forecasted
2011,1241.6078132684327,nicaragua,forecasted
2012,1295.3115357027914,nicaragua,forecasted
2013,1349.01525813715,nicaragua,forecasted
2014,1402.7189805715093,nicaragua,forecasted
2015,1456.422703005868,nicaragua,forecasted
2016,1510.1264254402267,nicaragua,forecasted
2017,1563.8301478745857,nicaragua,forecasted
2018,1617.5338703089446,nicaragua,forecasted
1990,153.22388927323635,nicaragua,observed
1991,197.72738489743836,nicaragua,observed
1992,242.8248841977289,nicaragua,observed
1993,288.8886818780677,nicaragua,observed
1994,336.0,nicaragua,observed
1995,386.10651527436437,nicaragua,observed
1996,437.34769772962073,nicaragua,observed
1997,489.7294720435224,nicaragua,observed
1998,542.9666902514077,nicaragua,observed
1999,596.7742043886158,nicaragua,observed
2000,651.0,nicaragua,observed
2001,704.5705889248441,nicaragua,observed
2002,758.2743113592029,nicaragua,observed
2003,811.9780337935617,nicaragua,observed
2004,865.6817562279207,nicaragua,observed
2005,919.3854786622795,nicaragua,observed
2006,973.0892010966384,nicaragua,observed
2007,1026.7929235309973,nicaragua,observed
2008,1080.496645965356,nicaragua,observed
2009,1134.2003683997148,nicaragua,observed
2010,1187.9040908340737,nicaragua,observed
2011,1241.6078132684327,nicaragua,observed
2012,1295.3115357027914,nicaragua,observed
2013,1349.01525813715,nicaragua,observed
2014,1402.7189805715093,nicaragua,observed
2015,1456.422703005868,nicaragua,observed
2016,1510.1264254402267,nicaragua,observed
2017,1563.8301478745857,nicaragua,observed
2018,1617.5338703089446,nicaragua,observed
1990,1935.2205537658833,panama,imputed
1991,1866.2619531296532,panama,imputed
1992,1795.975412556245,panama,imputed
1993,1723.5840723657743,panama,imputed
1994,1650.0,panama,imputed
1995,1559.3119342380332,panama,imputed
1996,1467.2640297836836,panama,imputed
1997,1372.7771126781129,panama,imputed
1998,1276.4609360841266,panama,imputed
1999,1178.9252531645297,panama,imputed
2000,1080.0,panama,imputed
2001,987.8851759162171,panama,imputed
2002,894.9905347503061,panama,imputed
2003,802.0958935843951,panama,imputed
2004,709.201252418484,panama,imputed
2005,616.306611252573,panama,imputed
2006,523.411970086662,panama,imputed
2007,430.5173289207511,panama,imputed
2008,337.6226877548401,panama,imputed
2009,244.7280465889291,panama,imputed
2010,151.83340542301812,panama,imputed
2011,58.93876425710713,panama,imputed
2012,-33.95587690880386,panama,imputed
2013,-126.85051807471486,panama,imputed
2014,-219.7451592406258,panama,imputed
2015,-312.6398004065368,panama,imputed
2016,-405.5344415724478,panama,imputed
2017,-498.42908273835883,panama,imputed
2018,-591.3237239042699,panama,imputed
1990,1935.2205537658833,panama,forecasted
1991,1866.2619531296532,panama,forecasted
1992,1795.975412556245,panama,forecasted
1993,1723.5840723657743,panama,forecasted
1994,1648.3110728783572,panama,forecasted
1995,1559.3119342380332,panama,forecasted
1996,1467.2640297836836,panama,forecasted
1997,1372.7771126781129,panama,forecasted
1998,1276.4609360841266,panama,forecasted
1999,1178.9252531645297,panama,forecasted
2000,1080.779817082128,panama,forecasted
2001,987.8851759162171,panama,forecasted
2002,894.9905347503061,panama,forecasted
2003,802.0958935843951,panama,forecasted
2004,709.201252418484,panama,forecasted
2005,616.306611252573,panama,forecasted
2006,523.411970086662,panama,forecasted
2007,430.5173289207511,panama,forecasted
2008,337.6226877548401,panama,forecasted
2009,244.7280465889291,panama,forecasted
2010,151.83340542301812,panama,forecasted
2011,58.93876425710713,panama,forecasted
2012,-33.95587690880386,panama,forecasted
2013,-126.85051807471486,panama,forecasted
2014,-219.7451592406258,panama,forecasted
2015,-312.6398004065368,panama,forecasted
2016,-405.5344415724478,panama,forecasted
2017,-498.42908273835883,panama,forecasted
2018,-591.3237239042699,panama,forecasted
1990,1935.2205537658833,panama,observed
1991,1866.2619531296532,panama,observed
1992,1795.975412556245,panama,observed
1993,1723.5840723657743,panama,observed
1994,1650.0,panama,observed
1995,1559.3119342380332,panama,observed
1996,1467.2640297836836,panama,observed
1997,1372.7771126781129,panama,observed
1998,1276.4609360841266,panama,observed
1999,1178.9252531645297,panama,observed
2000,1080.0,panama,observed
2001,987.8851759162171,panama,observed
2002,894.9905347503061,panama,observed
2003,802.0958935843951,panama,observed
2004,709.201252418484,panama,observed
2005,616.306611252573,panama,observed
2006,523.411970086662,panama,observed
2007,430.5173289207511,panama,observed
2008,337.6226877548401,panama,observed
2009,244.7280465889291,panama,observed
2010,151.83340542301812,panama,observed
2011,58.93876425710713,panama,observed
2012,-33.95587690880386,panama,observed
2013,-126.85051807471486,panama,observed
2014,-219.7451592406258,panama,observed
2015,-312.6398004065368,panama,observed
2016,-405.5344415724478,panama,observed
2017,-498.42908273835883,panama,observed
2018,-591.3237239042699,panama,observed
1990,10817.0,paraguay,imputed
1991,7836.185539511086,paraguay,imputed
1992,4963.3036859299855,paraguay,imputed
1993,2385.313831689806,paraguay,imputed
1994,276.0,paraguay,imputed
1995,-558.6837647732987,paraguay,imputed
1996,-860.595064136061,paraguay,imputed
1997,-739.4214784375765,paraguay,imputed
1998,-340.4964465581299,paraguay,imputed
1999,190.84659262199472,paraguay,imputed
2000,722.0,paraguay,imputed
2001,1026.5905326349744,paraguay,imputed
2002,1223.9548783334446,paraguay,imputed
2003,1339.6641210638231,paraguay,imputed
2004,1412.0151445720087,paraguay,imputed
2005,1478.0,paraguay,imputed
2006,1575.643664679551,paraguay,imputed
2007,1693.0372550080515,paraguay,imputed
2008,1819.304813572648,paraguay,imputed
2009,1942.2655503565857,paraguay,imputed
2010,2049.7386753431097,paraguay,imputed
2011,2126.0,paraguay,imputed
2012,2189.0,paraguay,imputed
2013,1930.777431092779,paraguay,imputed
2014,1602.6092890562934,paraguay,imputed
2015,1304.0,paraguay,imputed
2016,1262.0260869852336,paraguay,imputed
2017,1294.0,paraguay,imputed
2018,1265.6307677613631,paraguay,imputed
1990,10794.52951069266,paraguay,forecasted
1991,7836.185539511086,paraguay,forecasted
1992,4963.3036859299855,paraguay,forecasted
1993,2385.313831689806,paraguay,forecasted
1994,311.6458585309938,paraguay,forecasted
1995,-558.6837647732987,paraguay,forecasted
1996,-860.595064136061,paraguay,forecasted
1997,-739.4214784375765,paraguay,forecasted
1998,-340.4964465581299,paraguay,forecasted
1999,190.84659262199472,paraguay,forecasted
2000,709.2742002225132,paraguay,forecasted
2001,1026.5905326349744,paraguay,forecasted
2002,1223.9548783334446,paraguay,forecasted
2003,1339.6641210638231,paraguay,forecasted
2004,1412.0151445720087,paraguay,forecasted
2005,1479.304832603901,paraguay,forecasted
2006,1575.643664679551,paraguay,forecasted
2007,1693.0372550080515,paraguay,forecasted
2008,1819.304813572648,paraguay,forecasted
2009,1942.2655503565857,paraguay,forecasted
2010,2049.7386753431097,paraguay,forecasted
2011,2129.543398515465,paraguay,forecasted
2012,2177.517956989168,paraguay,forecasted
2013,1930.777431092779,paraguay,forecasted
2014,1602.6092890562934,paraguay,forecasted
2015,1314.0507688002976,paraguay,forecasted
2016,1262.0260869852336,paraguay,forecasted
2017,1290.3248350207077,paraguay,forecasted
2018,1265.6307677613631,paraguay,forecasted
1990,10817.0,paraguay,observed
1991,7836.185539511086,paraguay,observed
1992,4963.3036859299855,paraguay,observed
1993,2385.313831689806,paraguay,observed
1994,276.0,paraguay,observed
1995,-558.6837647732987,paraguay,observed
1996,-860.595064136061,paraguay,observed
1997,-739.4214784375765,paraguay,observed
1998,-340.4964465581299,paraguay,observed
1999,190.84659262199472,paraguay,observed
2000,722.0,paraguay,observed
2001,1026.5905326349744,paraguay,observed
2002,1223.9548783334446,paraguay,observed
2003,1339.6641210638231,paraguay,observed
2004,1412.0151445720087,paraguay,observed
2005,1478.0,paraguay,observed
2006,1575.643664679551,paraguay,observed
2007,1693.0372550080515,paraguay,observed
2008,1819.304813572648,paraguay,observed
2009,1942.2655503565857,paraguay,observed
2010,2049.7386753431097,paraguay,observed
2011,2126.0,paraguay,observed
2012,2189.0,paraguay,observed
2013,1930.777431092779,paraguay,observed
2014,1602.6092890562934,paraguay,observed
2015,1304.0,paraguay,observed
2016,1262.0260869852336,paraguay,observed
2017,1294.0,paraguay,observed
2018,1265.6307677613631,paraguay,observed
1990,292.38855959663954,peru,imputed
1991,886.0504303054997,peru,imputed
1992,1492.304183061457,peru,imputed
1993,2115.7269302627683,peru,imputed
1994,2720.0,peru,imputed
1995,3581.0330738181383,peru,imputed
1996,4404.769248900371,peru,imputed
1997,5209.379975884307,peru,imputed
1998,5972.140921099863,peru,imputed
1999,6670.327750876957,peru,imputed
2000,7335.0,peru,imputed
2001,7570.051741473819,peru,imputed
2002,7763.796068013928,peru,imputed
2003,7877.380610556253,peru,imputed
2004,7925.736868491216,peru,imputed
2005,7923.796341209241,peru,imputed
2006,7886.49052810075,peru,imputed
2007,7828.750928556166,peru,imputed
2008,7765.509041965913,peru,imputed
2009,7711.69636772041,peru,imputed
2010,7660.0,peru,imputed
2011,7740.42610618965,peru,imputed
2012,7822.0,peru,imputed
2013,7920.586907991419,peru,imputed
2014,8022.91990325082,peru,imputed
2015,8125.252898510222,peru,imputed
2016,8227.585893769625,peru,imputed
2017,8329.918889029026,peru,imputed
2018,8432.251884288427,peru,imputed
1990,292.38855959663954,peru,forecasted
1991,886.0504303054997,peru,forecasted
1992,1492.304183061457,peru,forecasted
1993,2115.7269302627683,peru,forecasted
1994,2760.8957843076914,peru,forecasted
1995,3581.0330738181383,peru,forecasted
1996,4404.769248900371,peru,forecasted
1997,5209.379975884307,peru,forecasted
1998,5972.140921099863,peru,forecasted
1999,6670.327750876957,peru,forecasted
2000,7281.216131545503,peru,forecasted
2001,7570.051741473819,peru,forecasted
2002,7763.796068013928,peru,forecasted
2003,7877.380610556253,peru,forecasted
2004,7925.736868491216,peru,forecasted
2005,7923.796341209241,peru,forecasted
2006,7886.49052810075,peru,forecasted
2007,7828.750928556166,peru,forecasted
2008,7765.509041965913,peru,forecasted
2009,7711.69636772041,peru,forecasted
2010,7682.244405210082,peru,forecasted
2011,7740.42610618965,peru,forecasted
2012,7818.253912732017,peru,forecasted
2013,7920.586907991419,peru,forecasted
2014,8022.91990325082,peru,forecasted
2015,8125.252898510222,peru,forecasted
2016,8227.585893769625,peru,forecasted
2017,8329.918889029026,peru,forecasted
2018,8432.251884288427,peru,forecasted
1990,292.38855959663954,peru,observed
1991,886.0504303054997,peru,observed
1992,1492.304183061457,peru,observed
1993,2115.7269302627683,peru,observed
1994,2720.0,peru,observed
1995,3581.0330738181383,peru,observed
1996,4404.769248900371,peru,observed
1997,5209.379975884307,peru,observed
1998,5972.140921099863,peru,observed
1999,6670.327750876957,peru,observed
2000,7335.0,peru,observed
2001,7570.051741473819,peru,observed
2002,7763.796068013928,peru,observed
2003,7877.380610556253,peru,observed
2004,7925.736868491216,peru,observed
2005,7923.796341209241,peru,observed
2006,7886.49052810075,peru,observed
2007,7828.750928556166,peru,observed
2008,7765.509041965913,peru,observed
2009,7711.69636772041,peru,observed
2010,7660.0,peru,observed
2011,7740.42610618965,peru,observed
2012,7822.0,peru,observed
2013,7920.586907991419,peru,observed
2014,8022.91990325082,peru,observed
2015,8125.252898510222,peru,observed
2016,8227.585893769625,peru,observed
2017,8329.918889029026,peru,observed
2018,8432.251884288427,peru,observed
1990,677.0,uruguay,imputed
1991,724.0088890708923,uruguay,imputed
1992,743.7384848649554,uruguay,imputed
1993,763.3020077806519,uruguay,imputed
1994,784.0,uruguay,imputed
1995,802.4328497301381,uruguay,imputed
1996,821.8058231125913,uruguay,imputed
1997,840.6240323140055,uruguay,imputed
1998,911.0,uruguay,imputed
1999,863.5561574197717,uruguay,imputed
2000,851.0,uruguay,imputed
2001,885.3662828397357,uruguay,imputed
2002,938.0,uruguay,imputed
2003,905.3568543648712,uruguay,imputed
2004,876.0,uruguay,imputed
2005,921.7985820061429,uruguay,imputed
2006,925.0,uruguay,imputed
2007,949.4248561934398,uruguay,imputed
2008,963.0,uruguay,imputed
2009,978.0460873510373,uruguay,imputed
2010,1015.0,uruguay,imputed
2011,998.6540519140055,uruguay,imputed
2012,975.0,uruguay,imputed
2013,1020.3925113321403,uruguay,imputed
2014,1034.0,uruguay,imputed
2015,1050.9775560141907,uruguay,imputed
2016,1073.0,uruguay,imputed
2017,1078.0,uruguay,imputed
2018,1090.7292729776573,uruguay,imputed
1990,704.2020133766587,uruguay,forecasted
1991,724.0088890708923,uruguay,forecasted
1992,743.7384848649554,uruguay,forecasted
1993,763.3020077806519,uruguay,forecasted
1994,782.610664839786,uruguay,forecasted
1995,802.4328497301381,uruguay,forecasted
1996,821.8058231125913,uruguay,forecasted
1997,840.6240323140055,uruguay,forecasted
1998,858.7819246612402,uruguay,forecasted
1999,863.5561574197717,uruguay,forecasted
2000,867.7890565847106,uruguay,forecasted
2001,885.3662828397357,uruguay,forecasted
2002,902.6214613563429,uruguay,forecasted
2003,905.3568543648712,uruguay,forecasted
2004,908.0218931771833,uruguay,forecasted
2005,921.7985820061429,uruguay,forecasted
2006,935.7535001523613,uruguay,forecasted
2007,949.4248561934398,uruguay,forecasted
2008,963.1975106407897,uruguay,forecasted
2009,978.0460873510373,uruguay,forecasted
2010,992.8757864107291,uruguay,forecasted
2011,998.6540519140055,uruguay,forecasted
2012,1004.5183377619692,uruguay,forecasted
2013,1020.3925113321403,uruguay,forecasted
2014,1036.445745972831,uruguay,forecasted
2015,1050.9775560141907,uruguay,forecasted
2016,1065.5648347443134,uruguay,forecasted
2017,1077.3461765391135,uruguay,forecasted
2018,1090.7292729776573,uruguay,forecasted
1990,677.0,uruguay,observed
1991,724.0088890708923,uruguay,observed
1992,743.7384848649554,uruguay,observed
1993,763.3020077806519,uruguay,observed
1994,784.0,uruguay,observed
1995,802.4328497301381,uruguay,observed
1996,821.8058231125913,uruguay,observed
1997,840.6240323140055,uruguay,observed
1998,911.0,uruguay,observed
1999,863.5561574197717,uruguay,observed
2000,851.0,uruguay,observed
2001,885.3662828397357,uruguay,observed
2002,938.0,uruguay,observed
2003,905.3568543648712,uruguay,observed
2004,876.0,uruguay,observed
2005,921.7985820061429,uruguay,observed
2006,925.0,uruguay,observed
2007,949.4248561934398,uruguay,observed
2008,963.0,uruguay,observed
2009,978.0460873510373,uruguay,observed
2010,1015.0,uruguay,observed
2011,998.6540519140055,uruguay,observed
2012,975.0,uruguay,observed
2013,1020.3925113321403,uruguay,observed
2014,1034.0,uruguay,observed
2015,1050.9775560141907,uruguay,observed
2016,1073.0,uruguay,observed
2017,1078.0,uruguay,observed
2018,1090.7292729776573,uruguay,observed
